0;Title;Acronym;GGS Class;GGS Rating;Qualified Classes;Collected Classes;All Qualified Classes;MA-Max. Field Rating;MA-Best Rank Field Rating;MA-Best Class Field Rating;MA-All Field Ratings;MA-All Ranks Field Rating;MA-All Classes Field Rating;MA-Max. Avg. Citations;MA-Best Rank Avg. Citations;MA-Best Class Avg. Citations;MA-All Avg. Citations;MA-All Ranks Avg. Citations;MA-All Classes Avg. Citations;MA-Max. Num. of Papers;MA-Max. Citations;MA-All Num. of Papers;MA-All Citations;LiveSHINE-Max. H-Index;LiveSHINE-Best Rank H-Index;LiveSHINE-Best Class H-Index;LiveSHINE-All H-Indexes;LiveSHINE-All Ranks H-Index;LiveSHINE-All Classes H-Index;LiveSHINE-Max. Avg. Citations;LiveSHINE-Best Rank Avg. Citations;LiveSHINE-Best Class Avg. Citations;LiveSHINE-All Avg. Citations;LiveSHINE-All Ranks Avg. Citations;LiveSHINE-All Classes Avg. Citations;LiveSHINE-Max. Num. of Papers;LiveSHINE-Max. Citations;LiveSHINE-All Num. of Papers;LiveSHINE-All Citations;CORE-Best Class;CORE-All Classes;Num. of Input Records;;;;;;
2524;CONFERENCE IN UNCERTAINTY IN ARTIFICIAL INTELLIGENCE;UAI;1;A+;CORE:A++, LiveSHINE:A, MA:A+;A++, A+, A;CORE:[A++], LiveSHINE:[A|A], MA:[A+|A++];163;62;A+;163;62;A+;50,95;97;A++;50,95;97;A++;2462;125428;2462;125428;59;124;A;59;124;A;20,04;181;A;20,04;181;A;784;15713;784;15713;A++;A++;3;;;;;;
2525;INTERNATIONAL CONFERENCE ON MOBILE UBIQUITOUS COMPUTING, SYSTEMS, SERVICES AND TECHNOLOGIES;UBICOMM;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2526;INTERNATIONAL CONFERENCE ON UNCONVENTIONAL COMPUTATION;UC;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2527;UTILITY AND CLOUD COMPUTING;UCC;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];24;1127;C;24;1127;C;6,89;1107;D;6,89;1107;D;625;4309;625;4309;;;;;;;;;;;;;;;;;;;1;;;;;;
2528;UBIQUITOUS COMPUTING SYSTEMS;UCS;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];23;1184;C;23;1184;C;6,55;1147;D;6,55;1147;D;457;2995;457;2995;;;;;;;;;;;;;;;;;;;1;;;;;;
2529;INTERNATIONAL CONFERENCE ON UBIQUITOUS AND INTELLIGENCE COMPUTING;UIC;Work in Progress;Work in Progress;CORE:B, MA:C;B, C;CORE:[B], MA:[C|D];26;1015;C;26;1015;C;4,5;1460;D;4,5;1460;D;1153;5183;1153;5183;;;;;;;;;;;;;;;;;B;B;2;;;;;;
2530;ACM SYMPOSIUM ON USER INTERFACE SOFTWARE AND TECHNOLOGY;UIST;1;A+;CORE:A, LiveSHINE:A+, MA:A+;A+, A+, A;CORE:[A], LiveSHINE:[A+|A++], MA:[A+|A++];159;65;A+;159;65;A+;54,24;91;A++;54,24;91;A++;1711;92800;1711;92800;80;66;A+;80;66;A+;45,21;47;A++;45,21;47;A++;567;25633;567;25633;A;A;3;;;;;;
2531;INTERNATIONAL CONFERENCE ON USER MODELING, ADAPTATION, AND PERSONALIZATION;UMAP;3;B;CORE:B, LiveSHINE:A-, MA:B;A-, B, B;CORE:[B], LiveSHINE:[A-|B], MA:[B|B];68;347;B;68;347;B;13,52;606;B;13,52;606;B;1158;15657;1158;15657;43;232;A-;43;232;A-;14,16;311;B;14,16;311;B;573;8115;573;8115;B;B;3;;;;;;
2532;UNCONVENTIONAL MODELS OF COMPUTATION;UMC;Work in Progress;Work in Progress;CORE:B;B;CORE:[B];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;1;;;;;;
2533;WORKSHOP ON INNOVATIVE USE OF NLP FOR BUILDING EDUCATIONAL APPLICATIONS;UNLPBEA;Work in Progress;Work in Progress;MA:C;C;MA:[C|C];18;1569;C;18;1569;C;7,69;1011;C;7,69;1011;C;209;1608;209;1608;;;;;;;;;;;;;;;;;;;1;;;;;;
2534;IEEE INTERNATIONAL CONFERENCE ON UNIVERSAL PERSONAL COMMUNICATIONS;UPC;Work in Progress;Work in Progress;MA:C;C;MA:[C|B];33;759;C;33;759;C;12,95;635;B;12,95;635;B;763;9884;763;9884;;;;;;;;;;;;;;;;;;;1;;;;;;
2535;INTERNATIONAL UNIVERSITIES POWER ENGINEERING CONFERENCE;UPEC;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];27;959;C;27;959;C;3,22;1707;D;3,22;1707;D;2829;9098;2829;9098;;;;;;;;;;;;;;;;;;;1;;;;;;
2536;URSI GENERAL ASSEMBLY AND SCIENTIFIC SYMPOSIUM;URSI GASS;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;0,84;1998;D;0,84;1998;D;2805;2344;2805;2344;;;;;;;;;;;;;;;;;;;1;;;;;;
2537;URBAN REMOTE SENSING JOINT EVENT;URSJE;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];19;1487;C;19;1487;C;3,27;1697;D;3,27;1697;D;781;2555;781;2555;;;;;;;;;;;;;;;;;;;1;;;;;;
2538;UNCERTAINTY REASONING FOR THE SEMANTIC WEB;URSW;Work in Progress;Work in Progress;LiveSHINE:C, MA:C;C, C;LiveSHINE:[C|B], MA:[C|C];16;1770;C;16;1770;C;8,67;917;C;8,67;917;C;123;1066;123;1066;19;725;C;19;725;C;12,5;360;B;12,5;360;B;113;1413;113;1413;;;2;;;;;;
2539;USABLE SECURITY WORKSHOP;USEC;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2540;USENIX ANNUAL TECHNICAL CONFERENCE;USENIX;1;A+;CORE:A, LiveSHINE:A+, MA:A+;A+, A+, A;CORE:[A], LiveSHINE:[A|A++], MA:[A|A++];144;86;A;144;86;A;72,42;49;A++;72,42;49;A++;1025;74231;1025;74231;58;129;A;58;129;A;41,93;58;A++;41,93;58;A++;304;12748;304;12748;A;A;3;;;;;;
2541;USENIX WORKSHOP ON ELECTRONIC COMMERCE;USENIX EC;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2542;USENIX SUMMER TECHNICAL CONFERENCE;USENIX STC;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A++];21;1323;C;21;1323;C;73,17;47;A++;73,17;47;A++;40;2927;40;2927;;;;;;;;;;;;;;;;;;;1;;;;;;
2543;UNIX SYMPOSIUM ON INTERNET TECHNOLOGIES;USITS;Not Rated;Not Rated (discontinued event);CORE:A, MA:A-;A, A-;CORE:[A], MA:[B|A++];59;447;B;59;447;B;191,26;3;A++;191,26;3;A++;85;16257;85;16257;;;;;;;;;;;;;;;;;A;A;2;;;;;;
2544;INTERNATIONAL CONFERENCE ON ELECTRICAL POWER QUALITY AND UTILISATION;UTILISATION;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];20;1408;C;20;1408;C;5,68;1264;D;5,68;1264;D;407;2310;407;2310;;;;;;;;;;;;;;;;;;;1;;;;;;
2545;CONFERENCE ON USENIX WINDOWS NT SYMPOSIUM;UWNTS;Work in Progress;Work in Progress;CORE:C, MA:B-;B-, C;CORE:[C], MA:[C|A++];17;1669;C;17;1669;C;34,83;190;A++;34,83;190;A++;41;1428;41;1428;;;;;;;;;;;;;;;;;C;C;2;;;;;;
2546;IEEE CONFERENCE ON ULTRA WIDEBAND SYSTEMS AND TECHNOLOGIES;UWST;Work in Progress;Work in Progress;MA:A-;A-;MA:[B|A++];57;477;B;57;477;B;60,71;71;A++;60,71;71;A++;168;10199;168;10199;;;;;;;;;;;;;;;;;;;1;;;;;;
2547;VISUAL ANALYTICS;VA;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2548;PERFORMANCE EVALUATION METHODOLGIES AND TOOLS;VALUETOOLS;Work in Progress;Work in Progress;MA:C;C;MA:[C|C];30;836;C;30;836;C;7,7;1010;C;7,7;1010;C;611;4704;611;4704;;;;;;;;;;;;;;;;;;;1;;;;;;
2549;INTERNATIONAL WORKSHOP ON VARIABILITY MODELLING OF SOFTWARE-INTENSIVE SYSTEMS;VAMOS;Work in Progress;Work in Progress;LiveSHINE:B, MA:C;B, C;LiveSHINE:[B|B], MA:[C|B];26;1015;C;26;1015;C;13,87;591;B;13,87;591;B;247;3425;247;3425;29;448;B;29;448;B;15,6;279;B;15,6;279;B;195;3042;195;3042;;;2;;;;;;
2550;INTERNATIONAL WORKSHOP ON VEHICULAR INTER-NETWORKING;VANET;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A++];28;913;C;28;913;C;30,5;236;A++;30,5;236;A++;106;3233;106;3233;;;;;;;;;;;;;;;;;;;1;;;;;;
2551;VECTOR AND PARALLEL PROCESSING;VAPP;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|C];;;;;;;;;;;;;;;;;20;700;C;20;700;C;8,91;522;C;8,91;522;C;212;1889;212;1889;;;1;;;;;;
2552;SPIE INTERNATIONAL CONFERENCE ON VISUAL COMMUNICATIONS AND IMAGE PROCESSING;VCIP;3;B-;CORE:B, LiveSHINE:C, MA:B;B, B, C;CORE:[B], LiveSHINE:[C|D], MA:[B|D];77;277;B;77;277;B;6,96;1097;D;6,96;1097;D;4742;33025;4742;33025;18;758;C;18;758;C;3,75;896;D;3,75;896;D;481;1806;481;1806;B;B;3;;;;;;
2553;CONFERENCE ON VISUALIZATION AND DATA ANALYSIS;VDA;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];18;1569;C;18;1569;C;5,27;1338;D;5,27;1338;D;468;2467;468;2467;;;;;;;;;;;;;;;;;C;C;2;;;;;;
2554;SPIE CONFERENCE ON VISUAL DATA EXPLORATION AND ANALYSIS;VDEA;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2555;IFIP WORKING CONFERENCE ON VISUAL DATABASE SYSTEMS;VDBS;Work in Progress;Work in Progress;CORE:B;B;CORE:[B];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;1;;;;;;
2556;VIRTUAL ENVIRONMENTS, HUMAN-COMPUTER INTERFACES AND MEASUREMENT SYSTEMS;VECIMS;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];16;1770;C;16;1770;C;4,37;1483;D;4,37;1483;D;373;1629;373;1629;;;;;;;;;;;;;;;;;;;1;;;;;;
2557;INTERNATIONAL MEETING ON HIGH PERFORMANCE COMPUTING FOR COMPUTATIONAL SCIENCE;VECPAR;Work in Progress;Work in Progress;CORE:B, LiveSHINE:C;B, C;CORE:[B], LiveSHINE:[C|C];;;;;;;;;;;;;;;;;19;725;C;19;725;C;8,79;529;C;8,79;529;C;174;1530;174;1530;B;B;2;;;;;;
2558;THE INTERNATIONAL CONFERENCE ON VERIFICATION AND EVALUATION OF COMPUTER AND COMMUNICATION SYSTEMS;VECOS;Work in Progress;Work in Progress;CORE:NC;NC;CORE:[NC];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NC;NC;1;;;;;;
2559;INTERNATIONAL CONFERENCE ON VIRTUAL EXECUTION ENVIRONMENTS;VEE;2;A;CORE:A, LiveSHINE:A+, MA:A-;A+, A, A-;CORE:[A], LiveSHINE:[A|A++], MA:[B|A++];58;464;B;58;464;B;45,01;130;A++;45,01;130;A++;265;11927;265;11927;50;172;A;50;172;A;51,86;37;A++;51,86;37;A++;199;10320;199;10320;A;A;3;;;;;;
2560;VISION INTERFACE;VI;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2561;VISUAL INFORMATION COMMUNICATIONS INTERNATIONAL;VINCI;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2562;PAN-SYDNEY AREA WORKSHOP ON VISUAL INFORMATION PROCESSING;VIP;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2563;VISUAL INFORMATION PROCESSING CONFERENCE;VIPC;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];19;1487;C;19;1487;C;4,05;1530;D;4,05;1530;D;330;1336;330;1336;;;;;;;;;;;;;;;;;;;1;;;;;;
2564;VIRTUALIZED INFRASTRUCTURE SYSTEMS AND ARCHITECTURES;VISA;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A++];16;1770;C;16;1770;C;103,27;22;A++;103,27;22;A++;22;2272;22;2272;;;;;;;;;;;;;;;;;;;1;;;;;;
2565;INTERNATIONAL CONFERENCE ON COMPUTER VISION THEORY AND APPLICATIONS;VISAPP;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];26;1015;C;26;1015;C;3,83;1575;D;3,83;1575;D;2276;8722;2276;8722;;;;;;;;;;;;;;;;;;;1;;;;;;
2566;VISUALIZATION IN SCIENCE AND EDUCATION;VISE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2567;JOINT CONFERENCE ON COMPUTER VISION, IMAGING AND COMPUTER GRAPHICS THEORY AND APPLICATIONS (GRAPP AND VISAPP COMBINED FROM 2008);VISIGRAPP;Work in Progress;Work in Progress;CORE:B;B;CORE:[B];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;1;;;;;;
2568;INTERNATIONAL CONFERENCE ON VISUAL INFORMATION SYSTEMS;VISUAL;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2569;ENVI AND IDL DATA ANALYSIS AND VISUALIZATION SYMPOSIUM;VISUALIZE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2570;IEEE WORKSHOPS ON VISUALIZATION FOR COMPUTER SECURITY;VIZSEC;3;B-;CORE:C, LiveSHINE:B, MA:B-;B, B-, C;CORE:[C], LiveSHINE:[B|A-], MA:[C|A++];35;724;C;35;724;C;28,09;261;A++;28,09;261;A++;189;5309;189;5309;25;536;B;25;536;B;16,71;252;A-;16,71;252;A-;103;1721;103;1721;C;C;3;;;;;;
2571;IEEE SYMPOSIUM ON VISUAL LANGUAGES AND HUMAN-CENTRIC COMPUTING;VL/HCC;3;B-;CORE:B, LiveSHINE:B, MA:C;B, B, C;CORE:[B], LiveSHINE:[B|B-], MA:[C|C];35;724;C;35;724;C;9,23;870;C;9,23;870;C;770;7106;770;7106;34;347;B;34;347;B;10,58;426;B-;10,58;426;B-;600;6350;600;6350;B;B;3;;;;;;
2572;INTERNATIONAL CONFERENCE ON VERY LARGE DATA BASES;VLDB;1;A++;CORE:A++, LiveSHINE:A++, MA:A++;A++, A++, A++;CORE:[A++], LiveSHINE:[A++|A++], MA:[A++|A++];299;10;A++;299;10;A++;80,31;40;A++;80,31;40;A++;5781;464293;5781;464293;147;9;A++;147;9;A++;47,64;43;A++;47,64;43;A++;2042;97283;2042;97283;A++;A++;3;;;;;;
2573;VISUAL LANGUAGES AND FORMAL METHODS;VLFM;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2574;INTERNATIONAL SYMPOSIUM ON VLSI DESIGN, AUTOMATION AND TEST;VLSI DAT;Work in Progress;Work in Progress;LiveSHINE:C, MA:C;C, C;LiveSHINE:[C|D], MA:[C|D];21;1323;C;21;1323;C;3,18;1713;D;3,18;1713;D;1065;3388;1065;3388;13;887;C;13;887;C;2,59;958;D;2,59;958;D;341;882;341;882;;;2;;;;;;
2575;INTERNATIONAL SYMPOSIUM ON VLSI TECHNOLOGY, SYSTEMS, AND APPLICATIONS;VLSI TSA;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];26;1015;C;26;1015;C;4,22;1507;D;4,22;1507;D;1124;4740;1124;4740;;;;;;;;;;;;;;;;;;;1;;;;;;
2576;SYMPOSIA ON VLSI TECHNOLOGY AND CIRCUITS;VLSI;3;B;CORE:A, LiveSHINE:B;A, B;CORE:[A], LiveSHINE:[B|D];;;;;;;;;;;;;;;;;24;572;B;24;572;B;5,81;736;D;5,81;736;D;567;3296;567;3296;A;A;2;;;;;;
2577;IFIP INTERNATIONAL CONFERENCE ON VERY LARGE SCALE INTEGRATION;VLSI-SOC;Work in Progress;Work in Progress;LiveSHINE:B-;B-;LiveSHINE:[B-|D];;;;;;;;;;;;;;;;;22;636;B-;22;636;B-;4,14;864;D;4,14;864;D;643;2662;643;2662;;;1;;;;;;
2578;SYMPOSIUM ON VLSI CIRCUITS;VLSIC;Work in Progress;Work in Progress;MA:A;A;MA:[A|B];93;198;A;93;198;A;15,39;532;B;15,39;532;B;2800;43095;2800;43095;;;;;;;;;;;;;;;;;;;1;;;;;;
2579;INTERNATIONAL CONFERENCE ON VLSI DESIGN;VLSID;3;B-;CORE:C, LiveSHINE:B, MA:B;B, B, C;CORE:[C], LiveSHINE:[B|C], MA:[B|C];68;347;B;68;347;B;8,43;938;C;8,43;938;C;2786;23484;2786;23484;40;265;B;40;265;B;8,21;567;C;8,21;567;C;1228;10082;1228;10082;C;C;3;;;;;;
2580;SYMPOSIUM ON VLSI TECHNOLOGY;VLSIT;Work in Progress;Work in Progress;MA:A;A;MA:[A|B];100;174;A;100;174;A;15,84;512;B;15,84;512;B;3032;48027;3032;48027;;;;;;;;;;;;;;;;;;;1;;;;;;
2581;VERIFICATION, MODEL CHECKING AND ABSTRACT INTERPRETATION;VMCAI;2;A-;CORE:B, LiveSHINE:A, MA:A-;A, A-, B;CORE:[B], LiveSHINE:[A-|A++], MA:[B|A+];61;425;B;61;425;B;24,92;312;A+;24,92;312;A+;490;12211;490;12211;45;217;A-;45;217;A-;27,05;114;A++;27,05;114;A++;308;8331;308;8331;B;B;3;;;;;;
2582;VISION MODELING AND VISUALIZATION;VMV;Work in Progress;Work in Progress;MA:C;C;MA:[C|B-];40;658;C;40;658;C;10,09;812;B-;10,09;812;B-;729;7354;729;7354;;;;;;;;;;;;;;;;;;;1;;;;;;
2583;IEEE VEHICULAR NETWORKING CONFERENCE;VNC;Work in Progress;Work in Progress;LiveSHINE:B, MA:C;B, C;LiveSHINE:[B|C], MA:[C|C];26;1015;C;26;1015;C;8,44;937;C;8,44;937;C;432;3646;432;3646;25;536;B;25;536;B;9,25;499;C;9,25;499;C;267;2469;267;2469;;;2;;;;;;
2584;VEHICLE NAVIGATION AND INFORMATION SYSTEMS CONFERENCE;VNIS;Work in Progress;Work in Progress;MA:C;C;MA:[C|C];39;667;C;39;667;C;8,96;890;C;8,96;890;C;733;6567;733;6567;;;;;;;;;;;;;;;;;;;1;;;;;;
2585;VEHICLE POWER AND PROPULSION CONFERENCE;VPPC;Work in Progress;Work in Progress;MA:B;B;MA:[B|C];59;447;B;59;447;B;7,36;1045;C;7,36;1045;C;2740;20175;2740;20175;;;;;;;;;;;;;;;;;;;1;;;;;;
2586;IEEE VIRTUAL REALITY CONFERENCE;VR;2;A-;CORE:A, LiveSHINE:B, MA:A;A, A, B;CORE:[A], LiveSHINE:[B|C], MA:[A|A];105;153;A;105;153;A;18,73;440;A;18,73;440;A;2192;41050;2192;41050;36;326;B;36;326;B;8,46;550;C;8,46;550;C;775;6556;775;6556;A;A;3;;;;;;
2587;INTERNATIONAL CONFERENCE ON VIRTUAL REALITY CONTINUUM AND ITS APPLICATIONS IN INDUSTRY;VRCAI;Work in Progress;Work in Progress;LiveSHINE:B-, MA:C;B-, C;LiveSHINE:[B-|D], MA:[C|D];19;1487;C;19;1487;C;3,5;1643;D;3,5;1643;D;651;2276;651;2276;22;636;B-;22;636;B-;5,61;751;D;5,61;751;D;458;2569;458;2569;;;2;;;;;;
2588;VIRTUAL REALITY MODELING LANGUAGE SYMPOSIUM;VRML;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A];21;1323;C;21;1323;C;22,59;352;A;22,59;352;A;95;2146;95;2146;;;;;;;;;;;;;;;;;;;1;;;;;;
2589;ACM VIRTUAL REALITY SOFTWARE AND TECHNOLOGY;VRST;3;B;CORE:A, LiveSHINE:B, MA:B;A, B, B;CORE:[A], LiveSHINE:[B|C], MA:[B|A-];68;347;B;68;347;B;16,54;494;A-;16,54;494;A-;1010;16701;1010;16701;33;368;B;33;368;B;9,63;477;C;9,63;477;C;511;4920;511;4920;A;A;3;;;;;;
2590;INTERNATIONAL CONFERENCE ON GAMES AND VIRTUAL WORLDS FOR SERIOUS APPLICATIONS;VS GAMES;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];16;1770;C;16;1770;C;6,18;1194;D;6,18;1194;D;256;1583;256;1583;;;;;;;;;;;;;;;;;;;1;;;;;;
2591;IEEE CONFERENCE IN SERIOUS GAMES AND VIRTUAL WORLDS;VS-GAMES;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|D];;;;;;;;;;;;;;;;;16;826;C;16;826;C;6,65;662;D;6,65;662;D;194;1290;194;1290;;;1;;;;;;
2592;INTERNATIONAL CONFERENCE ON VIRTUAL SYSTEMS AND MULTIMEDIA;VSMM;Work in Progress;Work in Progress;CORE:B, LiveSHINE:C, MA:C;B, C, C;CORE:[B], LiveSHINE:[C|D], MA:[C|D];23;1184;C;23;1184;C;4,95;1384;D;4,95;1384;D;696;3442;696;3442;16;826;C;16;826;C;4,04;872;D;4,04;872;D;349;1411;349;1411;B;B;3;;;;;;
2593;IEEE WORKSHOP ON VLSI SIGNAL PROCESSING;VSP;Work in Progress;Work in Progress;MA:C;C;MA:[C|B-];16;1770;C;16;1770;C;11,14;734;B-;11,14;734;B-;119;1326;119;1326;;;;;;;;;;;;;;;;;;;1;;;;;;
2594;INTERNATIONAL WORKSHOP ON VARIABLE STRUCTURE SYSTEMS;VSS;Work in Progress;Work in Progress;MA:C;C;MA:[C|C];27;959;C;27;959;C;8,5;933;C;8,5;933;C;873;7417;873;7417;;;;;;;;;;;;;;;;;;;1;;;;;;
2595;VERIFIED SOFTWARE: THEORIES, TOOLS, EXPERIMENTS;VSTTE;Work in Progress;Work in Progress;MA:C;C;MA:[C|B];22;1238;C;22;1238;C;14,33;573;B;14,33;573;B;207;2966;207;2966;;;;;;;;;;;;;;;;;;;1;;;;;;
2596;SEMANTIC WEB VISUALISATION;VSW;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2597;IEEE VEHICULAR TECHNOLOGY CONFERENCE;VTC;2;A;CORE:B, LiveSHINE:A+, MA:A+;A+, A+, B;CORE:[B], LiveSHINE:[A++|C], MA:[A++|B];234;24;A++;234;24;A++;15,43;529;B;15,43;529;B;25865;399060;25865;399060;97;35;A++;97;35;A++;9,71;471;C;9,71;471;C;10119;98297;10119;98297;B;B;3;;;;;;
2598;IEEE VLSI TEST SYMPOSIUM;VTS;3;B;LiveSHINE:B, MA:A;A, B;LiveSHINE:[B|B-], MA:[A-|A];88;216;A-;88;216;A-;19,01;427;A;19,01;427;A;1760;33464;1760;33464;37;313;B;37;313;B;10,68;422;B-;10,68;422;B-;681;7272;681;7272;;;2;;;;;;
2599;SYMPOSIUM ON VOLUME VISUALIZATION;VVS;Work in Progress;Work in Progress;MA:B;B;MA:[B-|A++];47;591;B-;47;591;B-;83,83;36;A++;83,83;36;A++;96;8048;96;8048;;;;;;;;;;;;;;;;;;;1;;;;;;
2600;VISUALIZATION IN SOFTWARE PRODUCT LINES WORKSHOP;VISPLE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2601;INTERNATIONAL WORKSHOP ON WEB AND WIRELESS GEOGRAPHICAL INFORMATION SYSTEMS;W2GIS;Work in Progress;Work in Progress;CORE:C, LiveSHINE:C, MA:C;C, C, C;CORE:[C], LiveSHINE:[C|C], MA:[C|D];16;1770;C;16;1770;C;6,72;1129;D;6,72;1129;D;206;1384;206;1384;18;758;C;18;758;C;8,49;546;C;8,49;546;C;193;1639;193;1639;C;C;3;;;;;;
2602;CONFERENCE ON WEB ACCESSIBILITY;W4A;3;B-;LiveSHINE:B, MA:B-;B, B-;LiveSHINE:[B|B], MA:[C|A];29;870;C;29;870;C;19,66;408;A;19,66;408;A;183;3597;183;3597;37;313;B;37;313;B;15,11;288;B;15,11;288;B;316;4774;316;4774;;;2;;;;;;
2603;WORKSHOP ON ALGORITHMIC ASPECTS OF ADVANCED PROGRAMMING LANGUAGES;WAAAPL;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2604;WORKSHOP ON ALGORITHMS IN BIOINFORMATICS;WABI;3;B;CORE:B, LiveSHINE:B, MA:B-;B, B, B-;CORE:[B], LiveSHINE:[B|B-], MA:[B-|B];42;636;B-;42;636;B-;13,28;622;B;13,28;622;B;575;7636;575;7636;29;448;B;29;448;B;11,1;406;B-;11,1;406;B-;349;3875;349;3875;B;B;3;;;;;;
2605;WORLD AUTOMATION CONGRESS;WAC;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];18;1569;C;18;1569;C;1,47;1964;D;1,47;1964;D;2845;4169;2845;4169;;;;;;;;;;;;;;;;;;;1;;;;;;
2606;IEEE WORKSHOP ON APPLICATIONS OF COMPUTER VISION;WACV;2;A;CORE:A, LiveSHINE:A, MA:A-;A, A, A-;CORE:[A], LiveSHINE:[A|B], MA:[B|A];79;265;B;79;265;B;22,37;355;A;22,37;355;A;1463;32723;1463;32723;47;199;A;47;199;A;12,22;368;B;12,22;368;B;853;10421;853;10421;A;A;3;;;;;;
2607;WORKSHOP ON ALGORITHMS AND DATA STRUCTURES;WADS;3;B;CORE:B, LiveSHINE:B, MA:B;B, B, B;CORE:[B], LiveSHINE:[B|C], MA:[B|B-];55;506;B;55;506;B;10,96;749;B-;10,96;749;B-;904;9910;904;9910;26;511;B;26;511;B;8,49;547;C;8,49;547;C;366;3106;366;3106;B;B;3;;;;;;
2608;WORKSHOP ON RECENT TRENDS IN ALGEBRAIC DEVELOPMENT TECHNIQUES;WADT;Work in Progress;Work in Progress;MA:C;C;MA:[C|B];22;1238;C;22;1238;C;13,25;624;B;13,25;624;B;232;3074;232;3074;;;;;;;;;;;;;;;;;;;1;;;;;;
2609;WORKSHOP ON ALGORITHM ENGINEERING;WAE;Work in Progress;Work in Progress;CORE:B;B;CORE:[B];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;1;;;;;;
2610;WORKSHOP ON THE ALGORITHMIC FOUNDATIONS OF ROBOTICS;WAFR;3;B-;CORE:C, LiveSHINE:B, MA:B-;B, B-, C;CORE:[C], LiveSHINE:[B|A-], MA:[C|A++];29;870;C;29;870;C;37,61;174;A++;37,61;174;A++;122;4588;122;4588;25;536;B;25;536;B;16,24;262;A-;16,24;262;A-;119;1933;119;1933;C;C;3;;;;;;
